date,PHG stock,isPartial
2014-04-01,48,False
2014-04-02,49,False
2014-04-03,0,False
2014-04-04,50,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,0,False
2014-04-08,0,False
2014-04-09,48,False
2014-04-10,49,False
2014-04-11,0,False
2014-04-12,0,False
2014-04-13,0,False
2014-04-14,49,False
2014-04-15,0,False
2014-04-16,100,False
2014-04-17,0,False
2014-04-18,0,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,52,False
2014-04-22,96,False
2014-04-23,48,False
2014-04-24,0,False
2014-04-25,51,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,48,False
2014-04-29,47,False
2014-04-30,0,False
