date,MRVL stock,isPartial
2013-09-01,0,False
2013-09-02,0,False
2013-09-03,50,False
2013-09-04,100,False
2013-09-05,0,False
2013-09-06,0,False
2013-09-07,0,False
2013-09-08,0,False
2013-09-09,0,False
2013-09-10,0,False
2013-09-11,49,False
2013-09-12,0,False
2013-09-13,0,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,49,False
2013-09-17,49,False
2013-09-18,50,False
2013-09-19,0,False
2013-09-20,78,False
2013-09-21,0,False
2013-09-22,0,False
2013-09-23,49,False
2013-09-24,49,False
2013-09-25,0,False
2013-09-26,50,False
2013-09-27,0,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,0,False
