date,ODP stock,isPartial
2012-06-01,83,False
2012-06-02,100,False
2012-06-03,0,False
2012-06-04,78,False
2012-06-05,0,False
2012-06-06,0,False
2012-06-07,0,False
2012-06-08,0,False
2012-06-09,0,False
2012-06-10,0,False
2012-06-11,0,False
2012-06-12,0,False
2012-06-13,0,False
2012-06-14,0,False
2012-06-15,0,False
2012-06-16,0,False
2012-06-17,0,False
2012-06-18,79,False
2012-06-19,79,False
2012-06-20,79,False
2012-06-21,0,False
2012-06-22,85,False
2012-06-23,0,False
2012-06-24,0,False
2012-06-25,0,False
2012-06-26,0,False
2012-06-27,80,False
2012-06-28,0,False
2012-06-29,85,False
2012-06-30,0,False
