date,CTSH stock,isPartial
2013-04-01,27,False
2013-04-02,25,False
2013-04-03,25,False
2013-04-04,0,False
2013-04-05,0,False
2013-04-06,0,False
2013-04-07,0,False
2013-04-08,0,False
2013-04-09,0,False
2013-04-10,0,False
2013-04-11,25,False
2013-04-12,27,False
2013-04-13,0,False
2013-04-14,0,False
2013-04-15,0,False
2013-04-16,37,False
2013-04-17,25,False
2013-04-18,0,False
2013-04-19,0,False
2013-04-20,0,False
2013-04-21,0,False
2013-04-22,25,False
2013-04-23,25,False
2013-04-24,25,False
2013-04-25,0,False
2013-04-26,27,False
2013-04-27,30,False
2013-04-28,0,False
2013-04-29,100,False
2013-04-30,26,False
